index_type,trigger_mode,rows_base,run_no,chunk_count,chunk_size,affected_rows,trigger_rows,total_elapsed_ms,avg_elapsed_ms_per_row,measured_at
unique_btree,without_trigger,250,5,100,10,1000,0,54.913000,0.05491300000000000000,2026-05-14 04:54:45.173273
unique_btree,with_trigger,250,1,100,10,1000,1000,95.141000,0.09514100000000000000,2026-05-14 04:54:45.310392
unique_btree,with_trigger,250,2,100,10,1000,1000,41.666000,0.04166600000000000000,2026-05-14 04:54:45.353228
unique_btree,with_trigger,250,3,100,10,1000,1000,29.013000,0.02901300000000000000,2026-05-14 04:54:45.383281
unique_btree,with_trigger,250,4,100,10,1000,1000,26.481000,0.02648100000000000000,2026-05-14 04:54:45.410625
unique_btree,with_trigger,250,5,100,10,1000,1000,32.573000,0.03257300000000000000,2026-05-14 04:54:45.443956
expression_index,without_trigger,500,1,100,10,1000,0,30.623000,0.03062300000000000000,2026-05-14 04:54:47.433397
expression_index,without_trigger,500,2,100,10,1000,0,57.982000,0.05798200000000000000,2026-05-14 04:54:47.492382
expression_index,without_trigger,500,3,100,10,1000,0,40.400000,0.04040000000000000000,2026-05-14 04:54:47.533704
expression_index,without_trigger,500,4,100,10,1000,0,47.201000,0.04720100000000000000,2026-05-14 04:54:47.581948
expression_index,without_trigger,500,5,100,10,1000,0,27.435000,0.02743500000000000000,2026-05-14 04:54:47.610262
expression_index,with_trigger,500,1,100,10,1000,1000,31.597000,0.03159700000000000000,2026-05-14 04:54:47.666378
expression_index,with_trigger,500,2,100,10,1000,1000,38.545000,0.03854500000000000000,2026-05-14 04:54:47.705801
expression_index,with_trigger,500,3,100,10,1000,1000,29.308000,0.02930800000000000000,2026-05-14 04:54:47.735707
expression_index,with_trigger,500,4,100,10,1000,1000,56.990000,0.05699000000000000000,2026-05-14 04:54:47.793459
expression_index,with_trigger,500,5,100,10,1000,1000,45.678000,0.04567800000000000000,2026-05-14 04:54:47.840368
function_index,without_trigger,500,1,100,10,1000,0,21.585000,0.02158500000000000000,2026-05-14 04:54:47.892905
function_index,without_trigger,500,2,100,10,1000,0,18.497000,0.01849700000000000000,2026-05-14 04:54:47.912363
function_index,without_trigger,500,3,100,10,1000,0,18.253000,0.01825300000000000000,2026-05-14 04:54:47.931376
function_index,without_trigger,500,4,100,10,1000,0,34.915000,0.03491500000000000000,2026-05-14 04:54:47.967201
function_index,without_trigger,500,5,100,10,1000,0,31.409000,0.03140900000000000000,2026-05-14 04:54:47.999669
function_index,with_trigger,500,1,100,10,1000,1000,29.324000,0.02932400000000000000,2026-05-14 04:54:48.056057
function_index,with_trigger,500,2,100,10,1000,1000,31.950000,0.03195000000000000000,2026-05-14 04:54:48.088705
function_index,with_trigger,500,3,100,10,1000,1000,27.166000,0.02716600000000000000,2026-05-14 04:54:48.116704
function_index,with_trigger,500,4,100,10,1000,1000,51.462000,0.05146200000000000000,2026-05-14 04:54:48.168901
function_index,with_trigger,500,5,100,10,1000,1000,30.737000,0.03073700000000000000,2026-05-14 04:54:48.200423
no_extra_index,without_trigger,500,1,100,10,1000,0,21.219000,0.02121900000000000000,2026-05-14 04:54:46.252103
no_extra_index,without_trigger,500,2,100,10,1000,0,18.306000,0.01830600000000000000,2026-05-14 04:54:46.271231
no_extra_index,without_trigger,500,3,100,10,1000,0,15.152000,0.01515200000000000000,2026-05-14 04:54:46.287066
no_extra_index,without_trigger,500,4,100,10,1000,0,21.337000,0.02133700000000000000,2026-05-14 04:54:46.30925
no_extra_index,without_trigger,500,5,100,10,1000,0,24.531000,0.02453100000000000000,2026-05-14 04:54:46.334686
no_lookup_index,without_trigger,500,1,100,10,1000,0,10.891000,0.01089100000000000000,2026-05-14 04:54:46.086276
no_lookup_index,without_trigger,500,2,100,10,1000,0,17.333000,0.01733300000000000000,2026-05-14 04:54:46.104354
no_lookup_index,without_trigger,500,3,100,10,1000,0,18.142000,0.01814200000000000000,2026-05-14 04:54:46.123394
no_lookup_index,without_trigger,500,4,100,10,1000,0,16.977000,0.01697700000000000000,2026-05-14 04:54:46.141154
no_lookup_index,without_trigger,500,5,100,10,1000,0,34.378000,0.03437800000000000000,2026-05-14 04:54:46.176286
simple_btree,without_trigger,500,1,100,10,1000,0,16.701000,0.01670100000000000000,2026-05-14 04:54:46.379736
simple_btree,without_trigger,500,2,100,10,1000,0,19.482000,0.01948200000000000000,2026-05-14 04:54:46.401132
simple_btree,without_trigger,500,3,100,10,1000,0,25.612000,0.02561200000000000000,2026-05-14 04:54:46.427847
simple_btree,without_trigger,500,4,100,10,1000,0,24.449000,0.02444900000000000000,2026-05-14 04:54:46.453272
simple_btree,without_trigger,500,5,100,10,1000,0,26.102000,0.02610200000000000000,2026-05-14 04:54:46.480409
simple_btree,with_trigger,500,1,100,10,1000,1000,451.177000,0.45117700000000000000,2026-05-14 04:54:46.956988
simple_btree,with_trigger,500,2,100,10,1000,1000,33.831000,0.03383100000000000000,2026-05-14 04:54:46.991589
simple_btree,with_trigger,500,3,100,10,1000,1000,29.534000,0.02953400000000000000,2026-05-14 04:54:47.022726
simple_btree,with_trigger,500,4,100,10,1000,1000,32.219000,0.03221900000000000000,2026-05-14 04:54:47.055839
simple_btree,with_trigger,500,5,100,10,1000,1000,28.920000,0.02892000000000000000,2026-05-14 04:54:47.085488
unique_btree,without_trigger,500,1,100,10,1000,0,11.664000,0.01166400000000000000,2026-05-14 04:54:47.12049
unique_btree,without_trigger,500,2,100,10,1000,0,18.223000,0.01822300000000000000,2026-05-14 04:54:47.139458
unique_btree,without_trigger,500,3,100,10,1000,0,14.915000,0.01491500000000000000,2026-05-14 04:54:47.155129
unique_btree,without_trigger,500,4,100,10,1000,0,27.967000,0.02796700000000000000,2026-05-14 04:54:47.183942
unique_btree,without_trigger,500,5,100,10,1000,0,22.833000,0.02283300000000000000,2026-05-14 04:54:47.207695
unique_btree,with_trigger,500,1,100,10,1000,1000,21.825000,0.02182500000000000000,2026-05-14 04:54:47.253712
unique_btree,with_trigger,500,2,100,10,1000,1000,23.213000,0.02321300000000000000,2026-05-14 04:54:47.277786
unique_btree,with_trigger,500,3,100,10,1000,1000,23.163000,0.02316300000000000000,2026-05-14 04:54:47.301816
unique_btree,with_trigger,500,4,100,10,1000,1000,40.258000,0.04025800000000000000,2026-05-14 04:54:47.343082
unique_btree,with_trigger,500,5,100,10,1000,1000,30.206000,0.03020600000000000000,2026-05-14 04:54:47.374584
expression_index,without_trigger,1000,1,100,10,1000,0,17.762000,0.01776200000000000000,2026-05-14 04:54:49.128234
expression_index,without_trigger,1000,2,100,10,1000,0,21.412000,0.02141200000000000000,2026-05-14 04:54:49.150559
expression_index,without_trigger,1000,3,100,10,1000,0,28.642000,0.02864200000000000000,2026-05-14 04:54:49.18011
expression_index,without_trigger,1000,4,100,10,1000,0,24.249000,0.02424900000000000000,2026-05-14 04:54:49.205427
expression_index,without_trigger,1000,5,100,10,1000,0,16.510000,0.01651000000000000000,2026-05-14 04:54:49.222624
expression_index,with_trigger,1000,1,100,10,1000,1000,35.930000,0.03593000000000000000,2026-05-14 04:54:49.291752
expression_index,with_trigger,1000,2,100,10,1000,1000,27.883000,0.02788300000000000000,2026-05-14 04:54:49.320351
expression_index,with_trigger,1000,3,100,10,1000,1000,24.273000,0.02427300000000000000,2026-05-14 04:54:49.345404
expression_index,with_trigger,1000,4,100,10,1000,1000,30.872000,0.03087200000000000000,2026-05-14 04:54:49.377177
expression_index,with_trigger,1000,5,100,10,1000,1000,23.668000,0.02366800000000000000,2026-05-14 04:54:49.401621
function_index,without_trigger,1000,1,100,10,1000,0,15.422000,0.01542200000000000000,2026-05-14 04:54:49.443192
function_index,without_trigger,1000,2,100,10,1000,0,19.854000,0.01985400000000000000,2026-05-14 04:54:49.464025
function_index,without_trigger,1000,3,100,10,1000,0,40.940000,0.04094000000000000000,2026-05-14 04:54:49.507616
function_index,without_trigger,1000,4,100,10,1000,0,30.067000,0.03006700000000000000,2026-05-14 04:54:49.53875
function_index,without_trigger,1000,5,100,10,1000,0,36.557000,0.03655700000000000000,2026-05-14 04:54:49.576264
function_index,with_trigger,1000,1,100,10,1000,1000,27.415000,0.02741500000000000000,2026-05-14 04:54:49.64153
function_index,with_trigger,1000,2,100,10,1000,1000,21.938000,0.02193800000000000000,2026-05-14 04:54:49.664235
function_index,with_trigger,1000,3,100,10,1000,1000,24.404000,0.02440400000000000000,2026-05-14 04:54:49.689468
function_index,with_trigger,1000,4,100,10,1000,1000,24.589000,0.02458900000000000000,2026-05-14 04:54:49.714895
function_index,with_trigger,1000,5,100,10,1000,1000,19.640000,0.01964000000000000000,2026-05-14 04:54:49.73543
no_extra_index,without_trigger,1000,1,100,10,1000,0,13.168000,0.01316800000000000000,2026-05-14 04:54:48.452611
no_extra_index,without_trigger,1000,2,100,10,1000,0,14.448000,0.01444800000000000000,2026-05-14 04:54:48.468048
no_extra_index,without_trigger,1000,3,100,10,1000,0,12.568000,0.01256800000000000000,2026-05-14 04:54:48.48121
no_extra_index,without_trigger,1000,4,100,10,1000,0,27.330000,0.02733000000000000000,2026-05-14 04:54:48.509526
no_extra_index,without_trigger,1000,5,100,10,1000,0,19.937000,0.01993700000000000000,2026-05-14 04:54:48.530368
no_lookup_index,without_trigger,1000,1,100,10,1000,0,17.563000,0.01756300000000000000,2026-05-14 04:54:48.243782
no_lookup_index,without_trigger,1000,2,100,10,1000,0,99.394000,0.09939400000000000000,2026-05-14 04:54:48.343992
no_lookup_index,without_trigger,1000,3,100,10,1000,0,30.748000,0.03074800000000000000,2026-05-14 04:54:48.375585
no_lookup_index,without_trigger,1000,4,100,10,1000,0,19.761000,0.01976100000000000000,2026-05-14 04:54:48.396126
no_lookup_index,without_trigger,1000,5,100,10,1000,0,18.408000,0.01840800000000000000,2026-05-14 04:54:48.41526
simple_btree,without_trigger,1000,1,100,10,1000,0,22.111000,0.02211100000000000000,2026-05-14 04:54:48.584066
simple_btree,without_trigger,1000,2,100,10,1000,0,20.757000,0.02075700000000000000,2026-05-14 04:54:48.60571
simple_btree,without_trigger,1000,3,100,10,1000,0,19.399000,0.01939900000000000000,2026-05-14 04:54:48.626111
simple_btree,without_trigger,1000,4,100,10,1000,0,13.922000,0.01392200000000000000,2026-05-14 04:54:48.640805
simple_btree,without_trigger,1000,5,100,10,1000,0,11.629000,0.01162900000000000000,2026-05-14 04:54:48.653278
simple_btree,with_trigger,1000,1,100,10,1000,1000,24.301000,0.02430100000000000000,2026-05-14 04:54:48.704836
simple_btree,with_trigger,1000,2,100,10,1000,1000,22.334000,0.02233400000000000000,2026-05-14 04:54:48.728253
simple_btree,with_trigger,1000,3,100,10,1000,1000,30.979000,0.03097900000000000000,2026-05-14 04:54:48.76015
simple_btree,with_trigger,1000,4,100,10,1000,1000,27.367000,0.02736700000000000000,2026-05-14 04:54:48.788204
simple_btree,with_trigger,1000,5,100,10,1000,1000,21.514000,0.02151400000000000000,2026-05-14 04:54:48.810597
unique_btree,without_trigger,1000,1,100,10,1000,0,12.948000,0.01294800000000000000,2026-05-14 04:54:48.847987
unique_btree,without_trigger,1000,2,100,10,1000,0,14.323000,0.01432300000000000000,2026-05-14 04:54:48.863171
unique_btree,without_trigger,1000,3,100,10,1000,0,28.657000,0.02865700000000000000,2026-05-14 04:54:48.89267
unique_btree,without_trigger,1000,4,100,10,1000,0,16.374000,0.01637400000000000000,2026-05-14 04:54:48.909753
unique_btree,without_trigger,1000,5,100,10,1000,0,11.772000,0.01177200000000000000,2026-05-14 04:54:48.922217
unique_btree,with_trigger,1000,1,100,10,1000,1000,26.342000,0.02634200000000000000,2026-05-14 04:54:48.972039
unique_btree,with_trigger,1000,2,100,10,1000,1000,25.098000,0.02509800000000000000,2026-05-14 04:54:48.998092
unique_btree,with_trigger,1000,3,100,10,1000,1000,36.660000,0.03666000000000000000,2026-05-14 04:54:49.035718
unique_btree,with_trigger,1000,4,100,10,1000,1000,23.536000,0.02353600000000000000,2026-05-14 04:54:49.060019
unique_btree,with_trigger,1000,5,100,10,1000,1000,21.306000,0.02130600000000000000,2026-05-14 04:54:49.082376
expression_index,without_trigger,2500,1,100,10,1000,0,24.514000,0.02451400000000000000,2026-05-14 04:54:50.944853
expression_index,without_trigger,2500,2,100,10,1000,0,17.164000,0.01716400000000000000,2026-05-14 04:54:50.962825
expression_index,without_trigger,2500,3,100,10,1000,0,29.137000,0.02913700000000000000,2026-05-14 04:54:50.99266
expression_index,without_trigger,2500,4,100,10,1000,0,26.299000,0.02629900000000000000,2026-05-14 04:54:51.019801
expression_index,without_trigger,2500,5,100,10,1000,0,22.359000,0.02235900000000000000,2026-05-14 04:54:51.043087
expression_index,with_trigger,2500,1,100,10,1000,1000,34.335000,0.03433500000000000000,2026-05-14 04:54:51.117417
expression_index,with_trigger,2500,2,100,10,1000,1000,23.465000,0.02346500000000000000,2026-05-14 04:54:51.141701
expression_index,with_trigger,2500,3,100,10,1000,1000,27.946000,0.02794600000000000000,2026-05-14 04:54:51.170344
expression_index,with_trigger,2500,4,100,10,1000,1000,28.586000,0.02858600000000000000,2026-05-14 04:54:51.199612
expression_index,with_trigger,2500,5,100,10,1000,1000,24.793000,0.02479300000000000000,2026-05-14 04:54:51.225123
function_index,without_trigger,2500,1,100,10,1000,0,14.659000,0.01465900000000000000,2026-05-14 04:54:51.279036
function_index,without_trigger,2500,2,100,10,1000,0,13.314000,0.01331400000000000000,2026-05-14 04:54:51.293078
function_index,without_trigger,2500,3,100,10,1000,0,14.660000,0.01466000000000000000,2026-05-14 04:54:51.308433
function_index,without_trigger,2500,4,100,10,1000,0,14.409000,0.01440900000000000000,2026-05-14 04:54:51.323957
function_index,without_trigger,2500,5,100,10,1000,0,15.797000,0.01579700000000000000,2026-05-14 04:54:51.340762
function_index,with_trigger,2500,1,100,10,1000,1000,23.147000,0.02314700000000000000,2026-05-14 04:54:51.401461
function_index,with_trigger,2500,2,100,10,1000,1000,20.543000,0.02054300000000000000,2026-05-14 04:54:51.422649
function_index,with_trigger,2500,3,100,10,1000,1000,18.609000,0.01860900000000000000,2026-05-14 04:54:51.441938
function_index,with_trigger,2500,4,100,10,1000,1000,20.707000,0.02070700000000000000,2026-05-14 04:54:51.463297
function_index,with_trigger,2500,5,100,10,1000,1000,22.165000,0.02216500000000000000,2026-05-14 04:54:51.486262
no_extra_index,without_trigger,2500,1,100,10,1000,0,15.105000,0.01510500000000000000,2026-05-14 04:54:50.051695
no_extra_index,without_trigger,2500,2,100,10,1000,0,14.717000,0.01471700000000000000,2026-05-14 04:54:50.067255
no_extra_index,without_trigger,2500,3,100,10,1000,0,15.712000,0.01571200000000000000,2026-05-14 04:54:50.083749
no_extra_index,without_trigger,2500,4,100,10,1000,0,14.752000,0.01475200000000000000,2026-05-14 04:54:50.099303
no_extra_index,without_trigger,2500,5,100,10,1000,0,10.623000,0.01062300000000000000,2026-05-14 04:54:50.110596
no_lookup_index,without_trigger,2500,1,100,10,1000,0,32.900000,0.03290000000000000000,2026-05-14 04:54:49.800484
no_lookup_index,without_trigger,2500,2,100,10,1000,0,23.239000,0.02323900000000000000,2026-05-14 04:54:49.824414
no_lookup_index,without_trigger,2500,3,100,10,1000,0,28.091000,0.02809100000000000000,2026-05-14 04:54:49.853296
no_lookup_index,without_trigger,2500,4,100,10,1000,0,28.155000,0.02815500000000000000,2026-05-14 04:54:49.882325
no_lookup_index,without_trigger,2500,5,100,10,1000,0,28.595000,0.02859500000000000000,2026-05-14 04:54:49.91185
simple_btree,without_trigger,2500,1,100,10,1000,0,23.180000,0.02318000000000000000,2026-05-14 04:54:50.173364
simple_btree,without_trigger,2500,2,100,10,1000,0,13.086000,0.01308600000000000000,2026-05-14 04:54:50.18724
simple_btree,without_trigger,2500,3,100,10,1000,0,16.178000,0.01617800000000000000,2026-05-14 04:54:50.204589
simple_btree,without_trigger,2500,4,100,10,1000,0,20.678000,0.02067800000000000000,2026-05-14 04:54:50.226978
simple_btree,without_trigger,2500,5,100,10,1000,0,17.602000,0.01760200000000000000,2026-05-14 04:54:50.245546
simple_btree,with_trigger,2500,1,100,10,1000,1000,30.771000,0.03077100000000000000,2026-05-14 04:54:50.316751
simple_btree,with_trigger,2500,2,100,10,1000,1000,22.024000,0.02202400000000000000,2026-05-14 04:54:50.339692
simple_btree,with_trigger,2500,3,100,10,1000,1000,37.075000,0.03707500000000000000,2026-05-14 04:54:50.37767
simple_btree,with_trigger,2500,4,100,10,1000,1000,36.690000,0.03669000000000000000,2026-05-14 04:54:50.415412
simple_btree,with_trigger,2500,5,100,10,1000,1000,26.475000,0.02647500000000000000,2026-05-14 04:54:50.442792
unique_btree,without_trigger,2500,1,100,10,1000,0,28.766000,0.02876600000000000000,2026-05-14 04:54:50.522017
unique_btree,without_trigger,2500,2,100,10,1000,0,29.743000,0.02974300000000000000,2026-05-14 04:54:50.562194
unique_btree,without_trigger,2500,3,100,10,1000,0,38.068000,0.03806800000000000000,2026-05-14 04:54:50.601496
unique_btree,without_trigger,2500,4,100,10,1000,0,22.527000,0.02252700000000000000,2026-05-14 04:54:50.625284
unique_btree,without_trigger,2500,5,100,10,1000,0,38.941000,0.03894100000000000000,2026-05-14 04:54:50.665165
unique_btree,with_trigger,2500,1,100,10,1000,1000,29.625000,0.02962500000000000000,2026-05-14 04:54:50.757352
unique_btree,with_trigger,2500,2,100,10,1000,1000,36.575000,0.03657500000000000000,2026-05-14 04:54:50.794979
unique_btree,with_trigger,2500,3,100,10,1000,1000,24.543000,0.02454300000000000000,2026-05-14 04:54:50.820751
unique_btree,with_trigger,2500,4,100,10,1000,1000,26.542000,0.02654200000000000000,2026-05-14 04:54:50.848279
unique_btree,with_trigger,2500,5,100,10,1000,1000,21.782000,0.02178200000000000000,2026-05-14 04:54:50.87255
expression_index,without_trigger,5000,1,100,10,1000,0,18.483000,0.01848300000000000000,2026-05-14 04:54:52.767637
expression_index,without_trigger,5000,2,100,10,1000,0,16.249000,0.01624900000000000000,2026-05-14 04:54:52.784516
expression_index,without_trigger,5000,3,100,10,1000,0,12.374000,0.01237400000000000000,2026-05-14 04:54:52.797473
expression_index,without_trigger,5000,4,100,10,1000,0,17.612000,0.01761200000000000000,2026-05-14 04:54:52.815736
expression_index,without_trigger,5000,5,100,10,1000,0,27.468000,0.02746800000000000000,2026-05-14 04:54:52.844042
expression_index,with_trigger,5000,1,100,10,1000,1000,28.556000,0.02855600000000000000,2026-05-14 04:54:52.931042
expression_index,with_trigger,5000,2,100,10,1000,1000,21.556000,0.02155600000000000000,2026-05-14 04:54:52.953455
expression_index,with_trigger,5000,3,100,10,1000,1000,23.783000,0.02378300000000000000,2026-05-14 04:54:52.978192
expression_index,with_trigger,5000,4,100,10,1000,1000,24.773000,0.02477300000000000000,2026-05-14 04:54:53.003647
expression_index,with_trigger,5000,5,100,10,1000,1000,24.704000,0.02470400000000000000,2026-05-14 04:54:53.029237
function_index,without_trigger,5000,1,100,10,1000,0,11.973000,0.01197300000000000000,2026-05-14 04:54:53.083891
function_index,without_trigger,5000,2,100,10,1000,0,8.937000,0.00893700000000000000,2026-05-14 04:54:53.093422
function_index,without_trigger,5000,3,100,10,1000,0,9.602000,0.00960200000000000000,2026-05-14 04:54:53.103699
function_index,without_trigger,5000,4,100,10,1000,0,10.701000,0.01070100000000000000,2026-05-14 04:54:53.115034
function_index,without_trigger,5000,5,100,10,1000,0,10.394000,0.01039400000000000000,2026-05-14 04:54:53.126038
function_index,with_trigger,5000,1,100,10,1000,1000,19.788000,0.01978800000000000000,2026-05-14 04:54:53.186788
function_index,with_trigger,5000,2,100,10,1000,1000,19.268000,0.01926800000000000000,2026-05-14 04:54:53.20668
function_index,with_trigger,5000,3,100,10,1000,1000,17.307000,0.01730700000000000000,2026-05-14 04:54:53.224804
function_index,with_trigger,5000,4,100,10,1000,1000,20.118000,0.02011800000000000000,2026-05-14 04:54:53.24566
function_index,with_trigger,5000,5,100,10,1000,1000,18.347000,0.01834700000000000000,2026-05-14 04:54:53.264734
no_extra_index,without_trigger,5000,1,100,10,1000,0,14.270000,0.01427000000000000000,2026-05-14 04:54:51.878035
no_extra_index,without_trigger,5000,2,100,10,1000,0,11.210000,0.01121000000000000000,2026-05-14 04:54:51.890088
no_extra_index,without_trigger,5000,3,100,10,1000,0,10.408000,0.01040800000000000000,2026-05-14 04:54:51.901326
no_extra_index,without_trigger,5000,4,100,10,1000,0,11.459000,0.01145900000000000000,2026-05-14 04:54:51.913761
no_extra_index,without_trigger,5000,5,100,10,1000,0,11.405000,0.01140500000000000000,2026-05-14 04:54:51.926047
no_lookup_index,without_trigger,5000,1,100,10,1000,0,73.481000,0.07348100000000000000,2026-05-14 04:54:51.630202
no_lookup_index,without_trigger,5000,2,100,10,1000,0,46.856000,0.04685600000000000000,2026-05-14 04:54:51.678079
no_lookup_index,without_trigger,5000,3,100,10,1000,0,44.484000,0.04448400000000000000,2026-05-14 04:54:51.723334
no_lookup_index,without_trigger,5000,4,100,10,1000,0,46.368000,0.04636800000000000000,2026-05-14 04:54:51.770494
no_lookup_index,without_trigger,5000,5,100,10,1000,0,45.571000,0.04557100000000000000,2026-05-14 04:54:51.8169
simple_btree,without_trigger,5000,1,100,10,1000,0,24.450000,0.02445000000000000000,2026-05-14 04:54:52.001875
simple_btree,without_trigger,5000,2,100,10,1000,0,12.930000,0.01293000000000000000,2026-05-14 04:54:52.0155
simple_btree,without_trigger,5000,3,100,10,1000,0,13.616000,0.01361600000000000000,2026-05-14 04:54:52.029939
simple_btree,without_trigger,5000,4,100,10,1000,0,14.693000,0.01469300000000000000,2026-05-14 04:54:52.045267
simple_btree,without_trigger,5000,5,100,10,1000,0,12.764000,0.01276400000000000000,2026-05-14 04:54:52.058655
simple_btree,with_trigger,5000,1,100,10,1000,1000,25.529000,0.02552900000000000000,2026-05-14 04:54:52.186851
simple_btree,with_trigger,5000,2,100,10,1000,1000,18.004000,0.01800400000000000000,2026-05-14 04:54:52.205472
simple_btree,with_trigger,5000,3,100,10,1000,1000,16.886000,0.01688600000000000000,2026-05-14 04:54:52.222999
simple_btree,with_trigger,5000,4,100,10,1000,1000,20.124000,0.02012400000000000000,2026-05-14 04:54:52.243787
simple_btree,with_trigger,5000,5,100,10,1000,1000,19.735000,0.01973500000000000000,2026-05-14 04:54:52.264294
unique_btree,without_trigger,5000,1,100,10,1000,0,14.509000,0.01450900000000000000,2026-05-14 04:54:52.32496
unique_btree,without_trigger,5000,2,100,10,1000,0,10.994000,0.01099400000000000000,2026-05-14 04:54:52.33664
unique_btree,without_trigger,5000,3,100,10,1000,0,10.595000,0.01059500000000000000,2026-05-14 04:54:52.347897
unique_btree,without_trigger,5000,4,100,10,1000,0,11.478000,0.01147800000000000000,2026-05-14 04:54:52.359986
unique_btree,without_trigger,5000,5,100,10,1000,0,16.018000,0.01601800000000000000,2026-05-14 04:54:52.376831
unique_btree,with_trigger,5000,1,100,10,1000,1000,34.684000,0.03468400000000000000,2026-05-14 04:54:52.469445
unique_btree,with_trigger,5000,2,100,10,1000,1000,36.978000,0.03697800000000000000,2026-05-14 04:54:52.507285
unique_btree,with_trigger,5000,3,100,10,1000,1000,72.327000,0.07232700000000000000,2026-05-14 04:54:52.580673
unique_btree,with_trigger,5000,4,100,10,1000,1000,50.108000,0.05010800000000000000,2026-05-14 04:54:52.631794
unique_btree,with_trigger,5000,5,100,10,1000,1000,44.477000,0.04447700000000000000,2026-05-14 04:54:52.678587
expression_index,without_trigger,10000,1,100,10,1000,0,20.255000,0.02025500000000000000,2026-05-14 04:54:54.73629
expression_index,without_trigger,10000,2,100,10,1000,0,29.269000,0.02926900000000000000,2026-05-14 04:54:54.766176
expression_index,without_trigger,10000,3,100,10,1000,0,24.243000,0.02424300000000000000,2026-05-14 04:54:54.791043
expression_index,without_trigger,10000,4,100,10,1000,0,17.870000,0.01787000000000000000,2026-05-14 04:54:54.809648
expression_index,without_trigger,10000,5,100,10,1000,0,15.494000,0.01549400000000000000,2026-05-14 04:54:54.826033
expression_index,with_trigger,10000,1,100,10,1000,1000,24.049000,0.02404900000000000000,2026-05-14 04:54:54.944045
expression_index,with_trigger,10000,2,100,10,1000,1000,33.944000,0.03394400000000000000,2026-05-14 04:54:54.978726
expression_index,with_trigger,10000,3,100,10,1000,1000,28.968000,0.02896800000000000000,2026-05-14 04:54:55.008415
expression_index,with_trigger,10000,4,100,10,1000,1000,25.099000,0.02509900000000000000,2026-05-14 04:54:55.034228
expression_index,with_trigger,10000,5,100,10,1000,1000,23.611000,0.02361100000000000000,2026-05-14 04:54:55.058626
function_index,without_trigger,10000,1,100,10,1000,0,9.866000,0.00986600000000000000,2026-05-14 04:54:55.130905
function_index,without_trigger,10000,2,100,10,1000,0,16.745000,0.01674500000000000000,2026-05-14 04:54:55.148257
function_index,without_trigger,10000,3,100,10,1000,0,17.785000,0.01778500000000000000,2026-05-14 04:54:55.166652
function_index,without_trigger,10000,4,100,10,1000,0,15.594000,0.01559400000000000000,2026-05-14 04:54:55.182934
function_index,without_trigger,10000,5,100,10,1000,0,10.658000,0.01065800000000000000,2026-05-14 04:54:55.194412
function_index,with_trigger,10000,1,100,10,1000,1000,18.478000,0.01847800000000000000,2026-05-14 04:54:55.274889
function_index,with_trigger,10000,2,100,10,1000,1000,25.684000,0.02568400000000000000,2026-05-14 04:54:55.301452
function_index,with_trigger,10000,3,100,10,1000,1000,21.750000,0.02175000000000000000,2026-05-14 04:54:55.324917
function_index,with_trigger,10000,4,100,10,1000,1000,23.389000,0.02338900000000000000,2026-05-14 04:54:55.349058
function_index,with_trigger,10000,5,100,10,1000,1000,20.917000,0.02091700000000000000,2026-05-14 04:54:55.370867
no_extra_index,without_trigger,10000,1,100,10,1000,0,9.063000,0.00906300000000000000,2026-05-14 04:54:53.855694
no_extra_index,without_trigger,10000,2,100,10,1000,0,15.813000,0.01581300000000000000,2026-05-14 04:54:53.872137
no_extra_index,without_trigger,10000,3,100,10,1000,0,17.407000,0.01740700000000000000,2026-05-14 04:54:53.890279
no_extra_index,without_trigger,10000,4,100,10,1000,0,13.361000,0.01336100000000000000,2026-05-14 04:54:53.904227
no_extra_index,without_trigger,10000,5,100,10,1000,0,12.502000,0.01250200000000000000,2026-05-14 04:54:53.917501
no_lookup_index,without_trigger,10000,1,100,10,1000,0,58.791000,0.05879100000000000000,2026-05-14 04:54:53.382432
no_lookup_index,without_trigger,10000,2,100,10,1000,0,74.202000,0.07420200000000000000,2026-05-14 04:54:53.457675
no_lookup_index,without_trigger,10000,3,100,10,1000,0,71.019000,0.07101900000000000000,2026-05-14 04:54:53.529889
no_lookup_index,without_trigger,10000,4,100,10,1000,0,155.280000,0.15528000000000000000,2026-05-14 04:54:53.685994
no_lookup_index,without_trigger,10000,5,100,10,1000,0,77.781000,0.07778100000000000000,2026-05-14 04:54:53.76433
simple_btree,without_trigger,10000,1,100,10,1000,0,11.270000,0.01127000000000000000,2026-05-14 04:54:53.997973
simple_btree,without_trigger,10000,2,100,10,1000,0,19.230000,0.01923000000000000000,2026-05-14 04:54:54.017898
simple_btree,without_trigger,10000,3,100,10,1000,0,14.189000,0.01418900000000000000,2026-05-14 04:54:54.032787
simple_btree,without_trigger,10000,4,100,10,1000,0,15.617000,0.01561700000000000000,2026-05-14 04:54:54.049178
simple_btree,without_trigger,10000,5,100,10,1000,0,11.069000,0.01106900000000000000,2026-05-14 04:54:54.060842
simple_btree,with_trigger,10000,1,100,10,1000,1000,21.295000,0.02129500000000000000,2026-05-14 04:54:54.149101
simple_btree,with_trigger,10000,2,100,10,1000,1000,25.354000,0.02535400000000000000,2026-05-14 04:54:54.175291
simple_btree,with_trigger,10000,3,100,10,1000,1000,19.965000,0.01996500000000000000,2026-05-14 04:54:54.195874
