operation_name,index_type,metric,min_rows_for_fit,points_used_for_fit,model_name,priority_rank,formula,coef_0,coef_1,r2,rmse,mape_percent,aicc
select,without_index_nonclustered,avg_total_elapsed_ms,50,13,linear,1,y = 65.253 + 7779.48·(N/1e6),65.25299361867546,7779.482299827637,0.962004032841272,217.44681600950116,336.8840290902468,145.1308117098736
select,without_index_nonclustered,avg_total_elapsed_ms,50,13,logarithmic,2,y = -1850.83 + 291.321·ln(N),-1850.8348544919816,291.32100920382976,0.5650885005889837,735.6728801179476,2443.495626094774,176.82042465275205
select,without_index_nonclustered,avg_total_elapsed_ms,50,13,constant,3,y = 630.402,630.4024616153848,,-2.220446049250313e-16,1115.5378259141735,3504.8204370449766,184.80802635327424
select,without_index_nonclustered,avg_total_elapsed_ms,50,13,exponential,4,y = 33.2671·exp(12.1865·(N/1e6)),3.5045689717151047,12.186476281017018,-6.96813049552619,3148.926472894763,191.69591638764376,214.62523865842178
size_insert,expression_index,indexes_bytes,50,13,linear,1,y = 3.449349e+05 + 1.485575e+07·(N/1e6),344934.9409694006,14855745.200548286,0.9098633440418595,657626.2326039632,634.7975003804839,353.5061923473041
size_insert,expression_index,indexes_bytes,50,13,logarithmic,2,y = -3.850549e+06 + 6.192999e+05·ln(N),-3850548.806800976,619299.8539031133,0.6623485645191327,1272807.448346242,1616.935438329255,370.6751258060823
size_insert,expression_index,indexes_bytes,50,13,constant,3,y = 1.424148e+06,1424147.6923076932,,2.220446049250313e-16,2190425.102569235,2729.1654173412744,381.95339740030005
size_insert,expression_index,indexes_bytes,50,13,exponential,4,y = 1.044840e+05·exp(11.0944·(N/1e6)),11.556789617613495,11.094373417886146,-5.827165348557894,5723327.77301747,206.99749220024643,409.7615852898889
size_insert,function_index,indexes_bytes,50,13,linear,1,y = 2.478752e+04 + 7.318190e+06·(N/1e6),24787.52211386369,7318189.551588071,0.9997213706741142,17183.025263368614,22.55465749175013,258.7436090771824
size_insert,function_index,indexes_bytes,50,13,logarithmic,2,y = -1.602702e+06 + 2.535022e+05·ln(N),-1602701.7441641944,253502.24443588336,0.5024960412823923,726080.0212745342,821.4494754396352,356.0808032567279
size_insert,function_index,indexes_bytes,50,13,constant,3,y = 5.564258e+05,556425.8461538464,,1.1102230246251565e-16,1029404.865234116,1141.8575401636751,362.32041256788403
size_insert,function_index,indexes_bytes,50,13,exponential,4,y = 5.850690e+04·exp(10.1896·(N/1e6)),10.976899976633852,10.189623030340751,-1.604292247908945,1661235.0117316104,108.25419719060085,377.59986853382134
size_insert,no_index,indexes_bytes,50,13,constant,1,y = -0,-0.0,,1.0,0.0,,-928.9888915510414
size_insert,no_index,indexes_bytes,50,13,linear,2,y = 0 + 0·(N/1e6),0.0,0.0,1.0,0.0,,-926.1525279146778
size_insert,no_index,indexes_bytes,50,13,logarithmic,3,y = 0 + 0·ln(N),0.0,0.0,1.0,0.0,,-926.1525279146778
size_insert,simple_btree,indexes_bytes,50,13,linear,1,y = 2.435983e+04 + 7.298054e+06·(N/1e6),24359.82530710987,7298054.077729324,0.9996729379919151,18565.86589478544,22.372197882220902,260.7560801760821
size_insert,simple_btree,indexes_bytes,50,13,logarithmic,2,y = -1.597135e+06 + 2.526267e+05·ln(N),-1597134.8076925152,252626.67453362292,0.501764060543284,724632.2948330754,818.6788295712489,356.02891026656664
size_insert,simple_btree,indexes_bytes,50,13,constant,3,y = 5.545354e+05,554535.3846153849,,1.1102230246251565e-16,1026597.3992154513,1137.712725845979,362.24940665206833
size_insert,simple_btree,indexes_bytes,50,13,exponential,4,y = 5.845885e+04·exp(10.1816·(N/1e6)),10.976078323837283,10.181645806863603,-1.5849149819719268,1650529.502374236,108.11183051732667,377.43177432807164
size_insert,unique_btree,indexes_bytes,50,13,linear,1,y = 1.713057e+04 + 2.248216e+07·(N/1e6),17130.570515308482,22482158.601547007,0.9999986753911528,3639.1853114976802,6.883762301553503,218.38739312150122
size_insert,unique_btree,indexes_bytes,50,13,logarithmic,2,y = -4.994360e+06 + 7.801552e+05·ln(N),-4994360.004094868,780155.2433809363,0.5044090071256131,2225984.0470869564,2339.6603367149683,385.2084507482729
size_insert,unique_btree,indexes_bytes,50,13,constant,3,y = 1.650373e+06,1650372.9230769237,,-2.220446049250313e-16,3161988.9304928235,3312.7633996966993,391.49814305840187
size_insert,unique_btree,indexes_bytes,50,13,exponential,4,y = 8.491977e+04·exp(12.3076·(N/1e6)),11.34946218513619,12.307631325727954,-5.487627581406997,8053845.627014671,170.3652777337221,418.6431665771049
size_insert,expression_index,relation_bytes,50,13,linear,1,y = -1.687866e+04 + 8.291568e+07·(N/1e6),-16878.66256086418,82915678.32834736,0.9999967729205075,20949.045540840183,47.554938419406966,263.8960575004694
size_insert,expression_index,relation_bytes,50,13,logarithmic,2,y = -1.846015e+07 + 2.872634e+06·ln(N),-18460151.583206944,2872633.9176389007,0.5027860387128191,8223014.697006777,13168.34099823015,419.1836337326602
size_insert,expression_index,relation_bytes,50,13,constant,3,y = 6.006626e+06,6006626.461538464,,0.0,11661634.057442896,15238.944133170116,425.43082301523646
size_insert,expression_index,relation_bytes,50,13,exponential,4,y = 1.527710e+05·exp(14.3564·(N/1e6)),11.936695517386118,14.356363477757984,-13.429862035719738,44298650.735709526,408.1935132577014,462.96808420507665
size_insert,function_index,relation_bytes,50,13,linear,1,y = -1.687866e+04 + 8.291568e+07·(N/1e6),-16878.66256086418,82915678.32834736,0.9999967729205075,20949.045540840183,47.554938419406966,263.8960575004694
size_insert,function_index,relation_bytes,50,13,logarithmic,2,y = -1.846015e+07 + 2.872634e+06·ln(N),-18460151.583206944,2872633.9176389007,0.5027860387128191,8223014.697006777,13168.34099823015,419.1836337326602
size_insert,function_index,relation_bytes,50,13,constant,3,y = 6.006626e+06,6006626.461538464,,0.0,11661634.057442896,15238.944133170116,425.43082301523646
size_insert,function_index,relation_bytes,50,13,exponential,4,y = 1.527710e+05·exp(14.3564·(N/1e6)),11.936695517386118,14.356363477757984,-13.429862035719738,44298650.735709526,408.1935132577014,462.96808420507665
size_insert,no_index,relation_bytes,50,13,linear,1,y = -1.687866e+04 + 8.291568e+07·(N/1e6),-16878.66256086418,82915678.32834736,0.9999967729205075,20949.045540840183,47.554938419406966,263.8960575004694
size_insert,no_index,relation_bytes,50,13,logarithmic,2,y = -1.846015e+07 + 2.872634e+06·ln(N),-18460151.583206944,2872633.9176389007,0.5027860387128191,8223014.697006777,13168.34099823015,419.1836337326602
size_insert,no_index,relation_bytes,50,13,constant,3,y = 6.006626e+06,6006626.461538464,,0.0,11661634.057442896,15238.944133170116,425.43082301523646
size_insert,no_index,relation_bytes,50,13,exponential,4,y = 1.527710e+05·exp(14.3564·(N/1e6)),11.936695517386118,14.356363477757984,-13.429862035719738,44298650.735709526,408.1935132577014,462.96808420507665
size_insert,simple_btree,relation_bytes,50,13,linear,1,y = -1.687866e+04 + 8.291568e+07·(N/1e6),-16878.66256086418,82915678.32834736,0.9999967729205075,20949.045540840183,47.554938419406966,263.8960575004694
size_insert,simple_btree,relation_bytes,50,13,logarithmic,2,y = -1.846015e+07 + 2.872634e+06·ln(N),-18460151.583206944,2872633.9176389007,0.5027860387128191,8223014.697006777,13168.34099823015,419.1836337326602
