index_type,trigger_mode,rows_base,runs,chunk_count_min,chunk_count_max,chunk_size_min,chunk_size_max,affected_min,affected_max,trigger_rows_min,trigger_rows_max,avg_total_elapsed_ms,min_total_elapsed_ms,max_total_elapsed_ms,stddev_total_elapsed_ms,avg_elapsed_ms_per_row
expression_index,without_trigger,100000,5,100,100,10,10,1000,1000,0,0,24.8180000000000000,18.839000,34.247000,7.1754865340268042,0.02481800000000000000
expression_index,with_trigger,100000,5,100,100,10,10,1000,1000,1000,1000,28.0438000000000000,23.105000,33.511000,3.8283264881668596,0.02804380000000000000
function_index,without_trigger,100000,5,100,100,10,10,1000,1000,0,0,14.0130000000000000,12.321000,15.634000,1.4221063602979912,0.01401300000000000000
function_index,with_trigger,100000,5,100,100,10,10,1000,1000,1000,1000,22.4286000000000000,20.050000,28.082000,3.2587335423443261,0.02242860000000000000
no_extra_index,without_trigger,100000,5,100,100,10,10,1000,1000,0,0,11.4448000000000000,10.875000,11.967000,0.38829718000521198738,0.01144480000000000000
no_lookup_index,without_trigger,100000,5,100,100,10,10,1000,1000,0,0,720.3234000000000000,634.460000,776.636000,55.2619271813786820,0.72032340000000000000
simple_btree,without_trigger,100000,5,100,100,10,10,1000,1000,0,0,13.7650000000000000,12.205000,14.790000,0.97651062462217993012,0.01376500000000000000
simple_btree,with_trigger,100000,5,100,100,10,10,1000,1000,1000,1000,22.6278000000000000,19.956000,24.847000,1.8449126537589795,0.02262780000000000000
unique_btree,without_trigger,100000,5,100,100,10,10,1000,1000,0,0,12.7180000000000000,11.296000,15.409000,1.6098377247412237,0.01271800000000000000
unique_btree,with_trigger,100000,5,100,100,10,10,1000,1000,1000,1000,20.7578000000000000,20.404000,21.109000,0.31451184397411808758,0.02075780000000000000
expression_index,without_trigger,250000,5,100,100,10,10,1000,1000,0,0,21.8628000000000000,20.071000,25.148000,2.0105023501602777,0.02186280000000000000
expression_index,with_trigger,250000,5,100,100,10,10,1000,1000,1000,1000,28.6658000000000000,26.810000,31.228000,1.9862097573015797,0.02866580000000000000
function_index,without_trigger,250000,5,100,100,10,10,1000,1000,0,0,13.3206000000000000,12.102000,15.060000,1.1743580373974540,0.01332060000000000000
function_index,with_trigger,250000,5,100,100,10,10,1000,1000,1000,1000,26.6962000000000000,20.592000,42.334000,8.9786160514858859,0.02669620000000000000
no_extra_index,without_trigger,250000,5,100,100,10,10,1000,1000,0,0,12.8264000000000000,11.254000,14.846000,1.3572616917897595,0.01282640000000000000
no_lookup_index,without_trigger,250000,5,100,100,10,10,1000,1000,0,0,1637.4958000000000000,1542.258000,1703.772000,61.3870545489845114,1.6374958000000000
simple_btree,without_trigger,250000,5,100,100,10,10,1000,1000,0,0,21.4668000000000000,11.547000,30.619000,8.0283387571776018,0.02146680000000000000
simple_btree,with_trigger,250000,5,100,100,10,10,1000,1000,1000,1000,34.1826000000000000,23.541000,54.506000,11.9029182262166281,0.03418260000000000000
unique_btree,without_trigger,250000,5,100,100,10,10,1000,1000,0,0,14.3560000000000000,12.328000,18.957000,2.7140840996549831,0.01435600000000000000
unique_btree,with_trigger,250000,5,100,100,10,10,1000,1000,1000,1000,22.8592000000000000,21.023000,26.657000,2.4885733262252893,0.02285920000000000000
expression_index,without_trigger,500000,5,100,100,10,10,1000,1000,0,0,34.9380000000000000,19.957000,53.396000,14.2343436272980287,0.03493800000000000000
expression_index,with_trigger,500000,5,100,100,10,10,1000,1000,1000,1000,38.7828000000000000,26.084000,77.848000,21.9411755200125957,0.03878280000000000000
function_index,without_trigger,500000,5,100,100,10,10,1000,1000,0,0,13.9384000000000000,12.068000,14.991000,1.3161505612960852,0.01393840000000000000
function_index,with_trigger,500000,5,100,100,10,10,1000,1000,1000,1000,26.3486000000000000,21.789000,33.094000,4.9843892604811675,0.02634860000000000000
no_extra_index,without_trigger,500000,5,100,100,10,10,1000,1000,0,0,12.5626000000000000,11.364000,14.053000,1.3659031078374483,0.01256260000000000000
no_lookup_index,without_trigger,500000,5,100,100,10,10,1000,1000,0,0,3403.3108000000000000,3374.683000,3449.101000,31.1295424669236024,3.4033108000000000
simple_btree,without_trigger,500000,5,100,100,10,10,1000,1000,0,0,12.8122000000000000,11.495000,14.146000,1.0802563121778090,0.01281220000000000000
simple_btree,with_trigger,500000,5,100,100,10,10,1000,1000,1000,1000,20.8092000000000000,19.247000,22.117000,1.0657599166791740,0.02080920000000000000
unique_btree,without_trigger,500000,5,100,100,10,10,1000,1000,0,0,12.6546000000000000,11.936000,13.930000,0.75578522081342659713,0.01265460000000000000
unique_btree,with_trigger,500000,5,100,100,10,10,1000,1000,1000,1000,37.8342000000000000,24.754000,57.265000,13.9040607989177032,0.03783420000000000000
